"Drug_Name_Norm","Drug_Name","mean_fc","median_fc","max_abs_fc","min_p_value","min_q_value","n_tests","n_sources","sources","score","direction"
"brd-k95352812","BRD-K95352812",1.378,1.378,1.378,0.000107506,0.00153656,1,1,"LINCS L1000",3.8769347567976,"Upregula NQO1"
"brd-k10906552","BRD-K10906552",-0.947817,-0.947817,0.947817,9.77572e-05,0.0015535,1,1,"LINCS L1000",2.66212293776388,"Downregula NQO1"
"km-04501","KM-04501",-2.06229,-2.06229,2.06229,6.20857e-05,0.00156041,1,1,"LINCS L1000",5.78835571011636,"Downregula NQO1"
"rottlerin","rottlerin",0.607014333333333,0.92913,1.74767,0.000289545,0.00158339,3,1,"LINCS L1000",2.41150131836479,"Upregula NQO1"
"everolimus","everolimus",1.74116,1.74116,2.28312,0.000123804,0.00158805,2,1,"LINCS L1000",6.39076299131442,"Upregula NQO1"
"rita","RITA",0.534698666666667,1.16477,1.18181,3.52731e-06,0.00160298,3,1,"LINCS L1000",3.25561589253799,"Upregula NQO1"
"azacitidine","azacitidine",-0.85265675,-1.274345,1.47849,4.06803e-05,0.00160331,4,2,"CREEDS; LINCS L1000",3.78068897649724,"Downregula NQO1"
"brd-k06817181","BRD-K06817181",1.50341,1.50341,1.50341,3.07355e-06,0.00160749,1,1,"LINCS L1000",4.20030461449832,"Upregula NQO1"
"skatole","skatole",1.61047,1.61047,1.61047,9.83365e-06,0.00161012,1,1,"LINCS L1000",4.49827100281802,"Upregula NQO1"
"cyclosporin-a","cyclosporin-a",-0.9386065,-0.9386065,1.10713,6.98303e-05,0.0016164,2,1,"LINCS L1000",2.30578984294456,"Downregula NQO1"
"fatostatin","fatostatin",-1.10076,-1.10076,1.10076,3.23072e-05,0.00166918,1,1,"LINCS L1000",3.05735740796634,"Downregula NQO1"
"brd-k93875449","BRD-K93875449",-1.16125,-1.16125,1.16125,7.58562e-05,0.0016741,1,1,"LINCS L1000",3.22388385343072,"Downregula NQO1"
"erythrosine","erythrosine",-1.18025,-1.18025,1.18025,2.75216e-05,0.00169296,1,1,"LINCS L1000",3.27088973581491,"Downregula NQO1"
"16,16-dimethylprostaglandin-e2","16,16-dimethylprostaglandin-e2",1.4442,1.184125,2.38118,9.59605e-06,0.00171062,4,1,"LINCS L1000",6.29818196992661,"Upregula NQO1"
"h-7","H-7",-1.40053,-1.40053,1.40053,0.000156194,0.00171844,1,1,"LINCS L1000",3.87227725633378,"Downregula NQO1"
"megestrol","megestrol",1.61757,1.61757,1.61757,6.44315e-05,0.00172028,1,1,"LINCS L1000",4.47161189869723,"Upregula NQO1"
"rhodomyrtoxin-b","rhodomyrtoxin-b",-1.04175,-1.04175,1.04175,0.000146479,0.00172517,1,1,"LINCS L1000",2.87853037094987,"Downregula NQO1"
"brd-k21165668","BRD-K21165668",-1.85101,-1.85101,1.85101,8.1015e-05,0.00172636,1,1,"LINCS L1000",5.11409747245601,"Downregula NQO1"
"telmisartan","telmisartan",1.04076,1.04076,1.04076,1.30273e-05,0.00173139,1,1,"LINCS L1000",2.87416811884791,"Upregula NQO1"
"ran-27","RAN-27",-0.450245,-0.450245,2.10071,1.7382e-05,0.00175011,2,1,"LINCS L1000",5.7915201962929,"Downregula NQO1"
"brd-k58214070","BRD-K58214070",1.5084,1.5084,1.76556,0.000106558,0.00175815,2,1,"LINCS L1000",3.6820618920602,"Upregula NQO1"
"brd-k00313977","BRD-K00313977",1.5769,1.5769,1.5769,9.633e-05,0.00176259,1,1,"LINCS L1000",4.34254401213364,"Upregula NQO1"
"brd-k62466453","BRD-K62466453",1.6784,1.6784,2.19939,6.32823e-06,0.00176586,2,1,"LINCS L1000",6.05501685131366,"Upregula NQO1"
"brd-k32944375","BRD-K32944375",-1.69289,-1.69289,1.71747,4.07099e-05,0.00177751,2,1,"LINCS L1000",4.72336529387826,"Downregula NQO1"
"imiloxan","imiloxan",1.94832,1.94832,1.94832,1.06095e-05,0.00178979,1,1,"LINCS L1000",5.35242065686854,"Upregula NQO1"
"2-fluoropalmitic-acid","2-fluoropalmitic-acid",-0.920066,-0.920066,0.920066,4.1381e-05,0.00181439,1,1,"LINCS L1000",2.52214873165827,"Downregula NQO1"
"calcitriol","calcitriol",-0.54764,-0.54764,1.31148,6.58839e-05,0.00182009,2,2,"CREEDS; LINCS L1000",3.12869655401808,"Downregula NQO1"
"danusertib","danusertib",1.60908,1.60908,1.72277,0.000270541,0.00182589,2,1,"LINCS L1000",4.71784938597174,"Upregula NQO1"
"brd-a89049230","BRD-A89049230",1.66386,1.66386,1.66386,1.93956e-05,0.0018273,1,1,"LINCS L1000",4.55596505595571,"Upregula NQO1"
"bax-channel-blocker","BAX-channel-blocker",-0.809157,-0.809157,0.809157,0.000773582,0.00185646,1,1,"LINCS L1000",2.21006216904586,"Downregula NQO1"
"stk-397047","STK-397047",0.1403905,0.1403905,1.04301,0.000107058,0.00187271,2,1,"LINCS L1000",2.07900206072116,"Upregula NQO1"
"brd-k49010888","BRD-K49010888",1.02415471428571,1.21654,1.44224,0.000534532,0.00192014,7,1,"LINCS L1000",3.91808596572427,"Upregula NQO1"
"xmd-892","XMD-892",0.2123055,0.2123055,1.21836,0.000110392,0.00192499,2,1,"LINCS L1000",2.15548218020376,"Upregula NQO1"
"bas-09104376","BAS-09104376",1.98865,1.98865,1.98865,0.000250225,0.00196751,1,1,"LINCS L1000",5.38145206062956,"Upregula NQO1"
"brd-k25731886","BRD-K25731886",-1.94552,-1.94552,1.94552,1.97652e-05,0.00197368,1,1,"LINCS L1000",5.26209319625239,"Downregula NQO1"
"brd-k85660637","BRD-K85660637",1.60337,1.60337,1.60337,5.24407e-06,0.00198437,1,1,"LINCS L1000",4.33291076736384,"Upregula NQO1"
"xmd-1150","XMD-1150",-1.235127,-1.1282675,1.91098,5.03771e-05,0.00201039,4,1,"LINCS L1000",4.71617964717182,"Downregula NQO1"
"hc-toxin","HC-toxin",1.49377,1.49377,1.49377,0.000242986,0.00202274,1,1,"LINCS L1000",4.02430591240683,"Upregula NQO1"
"i-606061","I-606061",-1.59846,-1.59846,1.59846,0.00025863,0.00202716,1,1,"LINCS L1000",4.30483176259001,"Downregula NQO1"
"deforolimus","deforolimus",2.10658,2.10658,2.10658,4.18187e-05,0.0020288,1,1,"LINCS L1000",5.67251596980235,"Upregula NQO1"
"brd-k41925105","BRD-K41925105",-1.25948,-1.25948,1.25948,5.79743e-05,0.00204916,1,1,"LINCS L1000",3.38601642353621,"Downregula NQO1"
"cefalexin","cefalexin",-2.06585,-2.06585,2.06585,7.92767e-05,0.00209983,1,1,"LINCS L1000",5.53196590235834,"Downregula NQO1"
"ku-c104254","KU-C104254",-1.14572,-1.14572,1.14572,0.000284798,0.00209994,1,1,"LINCS L1000",3.06800112640838,"Downregula NQO1"
"natural alpha interferon","Natural alpha interferon",-0.0828237,-0.0828237,0.0828237,0.000698277,0.00212506,1,1,"CREEDS",0.22135700622038,"Downregula NQO1"
"brd-k65242613","BRD-K65242613",-1.39465,-1.39465,1.39465,8.38274e-05,0.0021756,1,1,"LINCS L1000",3.71314537771788,"Downregula NQO1"
"brd-k99633092","BRD-K99633092",0.0953649999999999,0.0953649999999999,1.33421,0.000259329,0.00218079,2,1,"LINCS L1000",3.04324183818634,"Upregula NQO1"
"brd-k61413806","BRD-K61413806",1.47858,1.47858,1.47858,1.67619e-06,0.00219562,1,1,"LINCS L1000",3.93072038755271,"Upregula NQO1"
"brd-k78385490","BRD-K78385490",-1.24213,-1.24213,1.44647,0.000230214,0.00219923,2,1,"LINCS L1000",3.8443257712357,"Downregula NQO1"
"guggulsterone","guggulsterone",1.34123,1.34123,1.34123,2.2015e-06,0.00222832,1,1,"LINCS L1000",3.55697205954851,"Upregula NQO1"
"brd-k66426634","BRD-K66426634",-1.7112,-1.7112,1.7112,0.000205307,0.00224106,1,1,"LINCS L1000",4.5339039980485,"Downregula NQO1"
"fu-jmbii105b","FU-JMBII105B",1.66451,1.66451,1.88168,4.47951e-06,0.00226704,2,1,"LINCS L1000",3.82754970614584,"Upregula NQO1"
"kn-93","KN-93",1.92658,1.92658,1.92658,0.000294816,0.00231106,1,1,"LINCS L1000",5.07882857817772,"Upregula NQO1"
"belinostat","belinostat",1.547165,1.547165,1.76899,0.000267559,0.00232462,2,1,"LINCS L1000",4.6588970286587,"Upregula NQO1"
"jw-7-24-1","JW-7-24-1",-0.256604666666667,-0.987904,1.70408,0.000367482,0.00234944,3,1,"LINCS L1000",4.48008705598798,"Downregula NQO1"
"brd-k23412959","BRD-K23412959",-2.79499,-2.79499,2.79499,0.00011574,0.00235801,1,1,"LINCS L1000",7.34370865453795,"Downregula NQO1"
"brd-k17874705","BRD-K17874705",1.17703,1.17703,1.17703,2.58433e-06,0.00239782,1,1,"LINCS L1000",3.08403449285875,"Upregula NQO1"
"brd-a60386802","BRD-A60386802",1.45239,1.45239,1.68371,8.53969e-06,0.00240711,2,1,"LINCS L1000",4.40880147574974,"Upregula NQO1"
"brd-k65983740","BRD-K65983740",-1.483875,-1.483875,1.53206,0.000263236,0.00240728,2,1,"LINCS L1000",4.01165834544486,"Downregula NQO1"
"latrunculin-b","latrunculin-b",-1.41779,-1.41779,1.41779,0.000397301,0.00241,1,1,"LINCS L1000",3.71175005720778,"Downregula NQO1"
"brd-k56196992","BRD-K56196992",-1.12566,-1.12566,1.12566,0.00065121,0.00243594,1,1,"LINCS L1000",2.94172488976687,"Downregula NQO1"
"ver-155008","VER-155008",-0.829284,-0.829284,0.829284,4.91726e-05,0.00244414,1,1,"LINCS L1000",2.16598525302544,"Downregula NQO1"
"wiskostatin","wiskostatin",2.16378,2.16378,2.25681,7.25561e-06,0.00247341,2,1,"LINCS L1000",5.88283540077979,"Upregula NQO1"
"avicin-d","avicin-d",-0.5603438,-0.902086,2.03602,0.000188442,0.00248068,5,1,"LINCS L1000",4.0881008807527,"Downregula NQO1"
"ql-x-138","QL-X-138",-0.741198125,-1.008671,1.42703,6.91159e-05,0.00251324,8,1,"LINCS L1000",3.70994412748884,"Downregula NQO1"
"tosedostat","tosedostat",-0.0385445,-0.0385445,0.759519,0.000752244,0.00256327,2,1,"LINCS L1000",1.96806992054571,"Downregula NQO1"
"methotrexate","Methotrexate",-0.166752,-0.166752,0.166752,2.91997e-05,0.00267103,1,1,"CREEDS",0.429106462431922,"Downregula NQO1"
"sb-218078","SB-218078",-0.194378333333333,-0.781296,1.19127,0.000159401,0.00270545,3,1,"LINCS L1000",2.00618099819059,"Downregula NQO1"
"brd-k95138506","BRD-K95138506",-1.48544,-1.48544,1.48544,0.000494645,0.00271366,1,1,"LINCS L1000",3.8122994174705,"Downregula NQO1"
"brd-k91677732","BRD-K91677732",1.93677,1.93677,1.93677,2.60857e-06,0.00272091,1,1,"LINCS L1000",4.96836862382745,"Upregula NQO1"
"brd-k11362964","BRD-K11362964",-2.00139,-2.00139,2.00139,0.000512071,0.002747,1,1,"LINCS L1000",5.12584266762228,"Downregula NQO1"
"brd-k58547240","BRD-K58547240",0.425375,0.425375,2.02104,0.000112426,0.00278477,2,1,"LINCS L1000",3.90678287587939,"Upregula NQO1"
"ku-c104495","KU-C104495",-0.12539,-0.12539,1.55931,0.000537506,0.00280967,2,1,"LINCS L1000",3.97833728177276,"Downregula NQO1"
"pyroxamide","pyroxamide",-0.46919,-0.46919,2.2085,1.05506e-05,0.00283062,2,1,"LINCS L1000",5.62751955068715,"Downregula NQO1"
"brd-a24054354","BRD-A24054354",1.32076,1.32076,1.32076,2.14648e-05,0.00285603,1,1,"LINCS L1000",3.36032677050256,"Upregula NQO1"
"brd-a41997916","BRD-A41997916",-1.49877,-1.49877,1.49877,0.000215818,0.00288725,1,1,"LINCS L1000",3.80614981077197,"Downregula NQO1"
"erk-inhibitor-11e","ERK-inhibitor-11E",-0.73454,-1.05107,2.22575,0.000110185,0.00289956,3,1,"LINCS L1000",4.82791497922771,"Downregula NQO1"
"brd-k43194109","BRD-K43194109",2.67502,2.67502,2.67502,0.000106946,0.00293285,1,1,"LINCS L1000",6.77505030104436,"Upregula NQO1"
"brd-k11533227","BRD-K11533227",-0.920923,-0.920923,0.955822,0.000670124,0.00296608,2,1,"LINCS L1000",2.41614323393162,"Downregula NQO1"
"brd-k37365015","BRD-K37365015",2.69742,2.69742,2.69742,8.05508e-06,0.00298951,1,1,"LINCS L1000",6.8093670197133,"Upregula NQO1"
"brd-k65050353","BRD-K65050353",-1.89713,-1.89713,1.89713,0.000388837,0.00299966,1,1,"LINCS L1000",4.78632233614236,"Downregula NQO1"
"brd-a93015352","BRD-A93015352",1.50807,1.50807,1.50807,0.000436386,0.00301223,1,1,"LINCS L1000",3.8020131785151,"Upregula NQO1"
"mw-stk33-4c","MW-STK33-4C",-1.0822495,-1.0822495,1.22032,0.000946904,0.00305398,2,1,"LINCS L1000",2.37473652690592,"Downregula NQO1"
"ruxolitinib","ruxolitinib",-0.9917064,-1.10773,1.305,7.77631e-05,0.00306483,5,1,"LINCS L1000",3.1028565205487,"Downregula NQO1"
"quizartinib","quizartinib",-1.1694555,-1.1694555,1.37062,0.000164015,0.00311363,2,1,"LINCS L1000",2.42724700033988,"Downregula NQO1"
"interferon gamma-1b","Interferon gamma-1b",-0.0997352,-0.0997352,0.0997352,0.00108037,0.00314662,1,1,"CREEDS",0.249552999298037,"Downregula NQO1"
"brd-k58679021","BRD-K58679021",-0.963123,-0.963123,0.963123,0.000893761,0.00315909,1,1,"LINCS L1000",2.40822934903836,"Downregula NQO1"
"triiodothyronine-[13c6] hydrochloride (t3 thyronine)","Triiodothyronine-[13c6] hydrochloride (t3 thyronine)",-0.0345056,-0.0345056,0.0345056,0.000671855,0.00318483,1,1,"CREEDS",0.0861575069022358,"Downregula NQO1"
"pu-h71","PU-H71",-1.4567365,-1.4567365,1.92067,0.000228504,0.00320625,2,1,"LINCS L1000",4.79015600743844,"Downregula NQO1"
"brd-k18711687","BRD-K18711687",2.35344,2.35344,2.35344,1.0097e-05,0.00325254,1,1,"LINCS L1000",5.85483473539732,"Upregula NQO1"
"brd-k46373671","BRD-K46373671",-1.34204,-1.34204,1.34204,0.000588025,0.00328085,1,1,"LINCS L1000",3.3336456453522,"Downregula NQO1"
"brd-k57019930","BRD-K57019930",1.48022,1.48022,1.48022,0.000218518,0.00329914,1,1,"LINCS L1000",3.67331284871272,"Upregula NQO1"
"brd-k40300908","BRD-K40300908",-0.732833,-0.732833,0.732833,0.000569569,0.00331067,1,1,"LINCS L1000",1.81748747606961,"Downregula NQO1"
"scriptaid","scriptaid",0.679017333333333,0.898097,1.87207,0.000851209,0.00331898,3,1,"LINCS L1000",4.64085285224296,"Upregula NQO1"
"brd-k05649647","BRD-K05649647",-0.0673305,-0.0673305,1.04993,0.000183685,0.00335546,2,1,"LINCS L1000",2.59778713332842,"Downregula NQO1"
"st-012030","ST-012030",1.80024,1.80024,1.80024,0.000283567,0.00340036,1,1,"LINCS L1000",4.44384761631105,"Upregula NQO1"
"brd-k95080525","BRD-K95080525",-1.27189,-1.27189,1.27189,0.000377041,0.00343814,1,1,"LINCS L1000",3.13352543102571,"Downregula NQO1"
"trifluoperazine","trifluoperazine",0.521317,0.521317,0.521317,6.11001e-05,0.0034445,1,1,"LINCS L1000",1.28393798648312,"Upregula NQO1"
"brd-k45205755","BRD-K45205755",1.701325,1.701325,1.95084,3.89189e-06,0.00346658,2,1,"LINCS L1000",4.79925909016062,"Upregula NQO1"
"brd-a59145032","BRD-A59145032",1.10437,1.10437,1.10437,5.69739e-05,0.00347588,1,1,"LINCS L1000",2.71557429486085,"Upregula NQO1"
"kuc111774n","KUC111774N",-0.976691333333333,-1.17757,1.39047,0.000281538,0.0034899,3,1,"LINCS L1000",3.4166448317881,"Downregula NQO1"
"clofarabine","clofarabine",-1.16691,-1.16691,1.16691,0.000171535,0.00349474,1,1,"LINCS L1000",2.86661375305668,"Downregula NQO1"
"etacrynic-acid","etacrynic-acid",1.268375,1.268375,1.47396,6.42887e-05,0.0034966,2,1,"LINCS L1000",3.62056761077232,"Upregula NQO1"
"amsacrine","amsacrine",-1.67722666666667,-1.60538,2.29587,0.000196054,0.00349818,3,1,"LINCS L1000",4.7980905153021,"Downregula NQO1"
"brd-k44410738","BRD-K44410738",2.41119,2.41119,2.41119,0.000403624,0.00351227,1,1,"LINCS L1000",5.91805392539862,"Upregula NQO1"
"brd-k90999434","BRD-K90999434",1.03261166666667,1.01246,1.15525,0.000248642,0.00353109,3,1,"LINCS L1000",2.83277837387598,"Upregula NQO1"
"brd-k54168141","BRD-K54168141",-1.64661,-1.64661,1.64661,0.000214716,0.00355223,1,1,"LINCS L1000",4.03336942037928,"Downregula NQO1"
"ag-592","AG-592",1.430485,1.430485,1.82659,0.000125495,0.00361996,2,1,"LINCS L1000",4.45924727770055,"Upregula NQO1"
"brd-k71303366","BRD-K71303366",0.1418075,0.1418075,0.850777,0.000883526,0.00362861,2,1,"LINCS L1000",1.38402257588635,"Upregula NQO1"
"linsitinib","linsitinib",-0.3661735,-0.3661735,1.45298,0.000126315,0.00366726,2,1,"LINCS L1000",1.95801462053847,"Downregula NQO1"
"suloctidil","suloctidil",1.33341,1.33341,1.33341,1.16153e-05,0.00369499,1,1,"LINCS L1000",3.24336879315342,"Upregula NQO1"
"brd-a35769934","BRD-A35769934",1.73974,1.73974,1.73974,1.57242e-05,0.0037015,1,1,"LINCS L1000",4.23039048674626,"Upregula NQO1"
"adenosine triphosphate","Adenosine triphosphate",0.1834025,0.1834025,0.871059,0.000536199,0.00373643,2,1,"CREEDS",2.11453330835125,"Upregula NQO1"
"brd-k53592093","BRD-K53592093",-0.164745,-0.164745,1.47486,8.21462e-05,0.00375084,2,1,"LINCS L1000",3.57782078326881,"Downregula NQO1"
"sa-63133","SA-63133",-1.20752,-1.20752,1.21434,0.000161333,0.00382286,2,1,"LINCS L1000",2.90282625572497,"Downregula NQO1"
"lavendustin-c","lavendustin-c",1.64751,1.64751,1.64751,0.00121102,0.00385573,1,1,"LINCS L1000",3.97691349147575,"Upregula NQO1"
"brd-k42419294","BRD-K42419294",2.00806,2.00806,2.00806,0.000103156,0.00386989,1,1,"LINCS L1000",4.84404590800657,"Upregula NQO1"
"brd-k67778494","BRD-K67778494",-1.38901,-1.38901,1.38901,1.06089e-05,0.00387277,1,1,"LINCS L1000",3.35026197094074,"Downregula NQO1"
"brd-k27484191","BRD-K27484191",-1.2260825,-1.2260825,1.64735,0.00066751,0.00389781,2,1,"LINCS L1000",3.96876157673209,"Downregula NQO1"
"at-sumo-1","AT-SUMO-1",1.35062,1.35062,1.35062,3.35104e-05,0.00390087,1,1,"LINCS L1000",3.2534254855306,"Upregula NQO1"
"brd-k23282736","BRD-K23282736",1.17118,1.17118,1.17118,0.000415907,0.00392101,1,1,"LINCS L1000",2.81856418902402,"Upregula NQO1"
"brd-k85266146","BRD-K85266146",1.55778666666667,1.4611,1.9624,2.36352e-05,0.00392768,3,1,"LINCS L1000",4.2185363751116,"Upregula NQO1"
"brd-k10484463","BRD-K10484463",-0.83982,-0.83982,0.83982,0.0013033,0.00392931,1,1,"LINCS L1000",2.02034129038887,"Downregula NQO1"
"emd-386088","EMD-386088",1.56567,1.56567,1.56567,8.5666e-06,0.00397419,1,1,"LINCS L1000",3.75878440336886,"Upregula NQO1"
"brd-k23935793","BRD-K23935793",-1.05867,-1.05867,1.05867,0.000424412,0.0039995,1,1,"LINCS L1000",2.53868462439051,"Downregula NQO1"
"brd-k58972465","BRD-K58972465",-1.7404,-1.7404,1.7404,0.000143125,0.00400095,1,1,"LINCS L1000",4.17319529895404,"Downregula NQO1"
"brd-k78883024","BRD-K78883024",-1.211185,-1.211185,1.37624,0.000556353,0.00402047,2,1,"LINCS L1000",2.50623788418455,"Downregula NQO1"
"brd-k60297835","BRD-K60297835",1.25074,1.25074,1.25074,0.000112189,0.00405556,1,1,"LINCS L1000",2.99170650369003,"Upregula NQO1"
"brd-k17830172","BRD-K17830172",1.55759,1.55759,1.55759,4.77171e-05,0.00407113,1,1,"LINCS L1000",3.72308405899856,"Upregula NQO1"
"brd-k36772364","BRD-K36772364",1.84985333333333,1.79252,2.79258,1.39488e-05,0.00408701,3,1,"LINCS L1000",6.6703406693601,"Upregula NQO1"
"hinokitiol","hinokitiol",-1.23337,-1.23337,1.23337,0.000235318,0.0041538,1,1,"LINCS L1000",2.93733777253473,"Downregula NQO1"
"retinol","retinol",1.838495,1.838495,2.03532,0.000118653,0.00416089,2,1,"LINCS L1000",4.84571787288662,"Upregula NQO1"
"brd-k24156250","BRD-K24156250",0.192206666666667,1.34648,2.31438,0.000364408,0.00416572,3,1,"LINCS L1000",5.50894168336217,"Upregula NQO1"
"mesalazine","mesalazine",1.18092,1.18092,1.18092,0.000212185,0.00420369,1,1,"LINCS L1000",2.80630205547773,"Upregula NQO1"
"pimozide","pimozide",1.1012,1.1012,1.1012,0.000626595,0.00423975,1,1,"LINCS L1000",2.61277291796438,"Upregula NQO1"
"brd-k65955264","BRD-K65955264",1.57898,1.57898,1.57898,8.80288e-05,0.00424876,1,1,"LINCS L1000",3.74492655182308,"Upregula NQO1"
"dacinostat","dacinostat",-0.297971666666667,-0.960555,1.49469,0.000682258,0.00427236,3,1,"LINCS L1000",3.54141708573993,"Downregula NQO1"
"nfkb-activation-inhibitor-ii","NFKB-activation-inhibitor-II",1.20741666666667,1.34521,1.34594,7.71842e-06,0.00429684,3,1,"LINCS L1000",3.18391138847014,"Upregula NQO1"
"vinorelbine","vinorelbine",-1.4467575,-1.352675,1.96473,4.77567e-05,0.00430084,4,1,"LINCS L1000",3.45702368183118,"Downregula NQO1"
"i-505056","I-505056",-1.38055,-1.38055,1.38055,0.000358228,0.00438298,1,1,"LINCS L1000",3.25565513206189,"Downregula NQO1"
"pitavastatin","pitavastatin",-1.1749985,-1.1749985,1.36264,0.000340776,0.00441374,2,1,"LINCS L1000",2.67030945320137,"Downregula NQO1"
"brd-k73418978","BRD-K73418978",-2.03837,-2.03837,2.03837,9.593e-05,0.00444379,1,1,"LINCS L1000",4.79474864252202,"Downregula NQO1"
"verrucarin-a","verrucarin-a",-1.3072845,-1.39374,1.57086,0.00111464,0.00449117,4,1,"LINCS L1000",3.68781456476643,"Downregula NQO1"
"xmd-885","XMD-885",-1.49236,-1.49236,1.49236,0.000576961,0.00449222,1,1,"LINCS L1000",3.50337327658547,"Downregula NQO1"
"bisindolylmaleimide-ix","bisindolylmaleimide-ix",-1.39059,-1.39059,1.39059,0.00167209,0.00457197,1,1,"LINCS L1000",3.25383685191304,"Downregula NQO1"
"hg-5-88-01","HG-5-88-01",0.67752,1.79017,2.08919,0.000189771,0.0045734,3,1,"LINCS L1000",4.32107026865745,"Upregula NQO1"
"brd-a95820578","BRD-A95820578",1.63407,1.63407,1.63407,0.000632801,0.00463832,1,1,"LINCS L1000",3.81332995865049,"Upregula NQO1"
"rifaximin","rifaximin",0.854611,0.854611,0.854611,0.000289168,0.00468304,1,1,"LINCS L1000",1.99079250879292,"Upregula NQO1"
"cyfluthrin","Cyfluthrin",0.414758,0.414758,0.414758,0.00101339,0.00469972,1,1,"CREEDS",0.965526767934766,"Upregula NQO1"
"brd-k88278225","BRD-K88278225",-1.0426795,-1.0426795,1.54761,0.000929771,0.00470442,2,1,"LINCS L1000",3.60205285372274,"Downregula NQO1"
"brd-k19499941","BRD-K19499941",1.30455,1.30455,1.34191,6.42038e-05,0.00472145,2,1,"LINCS L1000",3.12118148685353,"Upregula NQO1"
"pramipexole","pramipexole",-1.91667,-1.91667,1.91667,0.000750943,0.00474089,1,1,"LINCS L1000",4.45460964616947,"Downregula NQO1"
"jak3-inhibitor-ii","JAK3-Inhibitor-II",1.90292,1.90292,1.90292,2.97366e-05,0.00476384,1,1,"LINCS L1000",4.41866174836418,"Upregula NQO1"
"brd-k37340241","BRD-K37340241",-1.266195,-1.266195,1.31952,0.000580586,0.00476404,2,1,"LINCS L1000",3.06395790116233,"Downregula NQO1"
"xmd-1499","XMD-1499",-0.869074,-0.869074,0.869074,0.000110894,0.00478565,1,1,"LINCS L1000",2.01630301344019,"Downregula NQO1"
"flumazenil","flumazenil",0.796877,0.796877,0.796877,0.000809826,0.00478842,1,1,"LINCS L1000",1.84860145149663,"Upregula NQO1"
"forskolin","forskolin",-0.879673666666667,-0.932209,1.05969,0.000274904,0.0047937,3,1,"LINCS L1000",2.16209950622163,"Downregula NQO1"
"brd-k91355947","BRD-K91355947",1.58071,1.58071,1.58071,0.000339606,0.00484765,1,1,"LINCS L1000",3.65850388792026,"Upregula NQO1"
"pp-1","PP-1",-1.42785,-1.42785,1.42785,8.54932e-05,0.00486896,1,1,"LINCS L1000",3.30199421226604,"Downregula NQO1"
"cay-10585","CAY-10585",-1.75135,-1.75135,1.75135,0.00201685,0.00487841,1,1,"LINCS L1000",4.04863380409373,"Downregula NQO1"
"prostaglandin","prostaglandin",2.38168,2.38168,2.38168,5.49287e-05,0.00489261,1,1,"LINCS L1000",5.50277494704594,"Upregula NQO1"
"tremulacin","tremulacin",0.27282,0.27282,1.54683,0.000162741,0.00490441,2,1,"LINCS L1000",3.19595767726963,"Upregula NQO1"
"arachidonamide","arachidonamide",-1.10114,-1.10114,1.10114,0.00116676,0.00500318,1,1,"LINCS L1000",2.53345211880288,"Downregula NQO1"
"ter-14687","TER-14687",1.74616,1.74616,1.74616,0.00012833,0.00501344,1,1,"LINCS L1000",4.01593083350038,"Upregula NQO1"
"brd-k59460069","BRD-K59460069",1.6546625,1.6546625,2.36074,1.49886e-05,0.00513487,2,1,"LINCS L1000",5.4048446991316,"Upregula NQO1"
"mw-stk33-2b","MW-STK33-2B",1.46348,1.46348,1.46348,0.000771358,0.00515261,1,1,"LINCS L1000",3.34840232790864,"Upregula NQO1"
"phccc","PHCCC",1.92801,1.92801,1.92801,2.43123e-05,0.00520564,1,1,"LINCS L1000",4.40266071098775,"Upregula NQO1"
"brd-k68588778","BRD-K68588778",-2.09771,-2.09771,2.09771,0.000273934,0.00522705,1,1,"LINCS L1000",4.78643583346552,"Downregula NQO1"
"granisetron","granisetron",-1.0802995,-1.0802995,1.18065,0.000255512,0.00532748,2,1,"LINCS L1000",2.68418200377695,"Downregula NQO1"
"skf-96365","SKF-96365",-0.732949,-0.732949,0.732949,0.000783766,0.00533401,1,1,"LINCS L1000",1.66595362561441,"Downregula NQO1"
"malonoben","malonoben",1.3461,1.3461,1.3461,0.000231257,0.005484,1,1,"LINCS L1000",3.04340092778127,"Upregula NQO1"
"nch-51","NCH-51",-1.0063465,-1.0063465,1.1303,0.00145018,0.00552293,2,1,"LINCS L1000",2.55202577026866,"Downregula NQO1"
"amiodarone","amiodarone",1.12659,1.12659,1.12659,0.000491154,0.0055528,1,1,"LINCS L1000",2.54101019055149,"Upregula NQO1"
"vindesine","vindesine",-1.790735,-1.790735,2.24767,0.000123369,0.00555584,2,1,"LINCS L1000",4.41108325995389,"Downregula NQO1"
"sch-58261","SCH-58261",-1.09219,-1.09219,1.09219,0.000275421,0.00559865,1,1,"LINCS L1000",2.45952088048392,"Downregula NQO1"
"andarine","andarine",-1.59089,-1.59089,1.59089,4.55802e-05,0.00563878,1,1,"LINCS L1000",3.57761705562077,"Downregula NQO1"
"lysophosphatidic acid","Lysophosphatidic acid",-0.451017666666667,-0.463856,0.482234,0.000464897,0.00564066,3,1,"CREEDS",1.0548580548422,"Downregula NQO1"
"bms-191011","BMS-191011",-2.03617,-2.03617,2.03617,0.00013453,0.00564164,1,1,"LINCS L1000",4.57852092809802,"Downregula NQO1"
"wr-216174","WR-216174",1.508625,1.508625,1.58039,2.99058e-05,0.00564358,2,1,"LINCS L1000",3.5534204902318,"Upregula NQO1"
